year,month,place,state,rainfall_mm,elevation_m,slope_deg,soil_type,landslide
2022,8,Pithoragarh,Uttarakhand,356.39,1368.75,34.12,rocky,0
2022,9,Pithoragarh,Uttarakhand,228.63,1381.6,32.07,rocky,1
2022,10,Pithoragarh,Uttarakhand,93.48,1434.76,36.95,rocky,0
2022,11,Pithoragarh,Uttarakhand,98.66,1408.55,38.75,rocky,0
2022,12,Pithoragarh,Uttarakhand,26.62,1399.76,35.97,rocky,1
2023,1,Pithoragarh,Uttarakhand,20.0,1371.79,35.92,rocky,1
2023,2,Pithoragarh,Uttarakhand,66.05,1377.61,29.57,rocky,1
2023,3,Pithoragarh,Uttarakhand,88.04,1369.38,36.53,rocky,0
2023,4,Pithoragarh,Uttarakhand,132.25,1385.27,28.53,rocky,0
2023,5,Pithoragarh,Uttarakhand,20.0,1399.23,31.31,rocky,1
2023,6,Pithoragarh,Uttarakhand,313.89,1412.65,33.37,rocky,0
2023,7,Pithoragarh,Uttarakhand,546.03,1434.11,34.99,rocky,0
2023,8,Pithoragarh,Uttarakhand,569.98,1394.17,34.26,rocky,0
2023,9,Pithoragarh,Uttarakhand,299.75,1415.2,30.73,rocky,0
2023,10,Pithoragarh,Uttarakhand,69.11,1435.85,35.85,rocky,0
2023,11,Pithoragarh,Uttarakhand,101.81,1387.27,34.46,rocky,1
2023,12,Pithoragarh,Uttarakhand,34.93,1423.96,32.87,rocky,1
2024,1,Pithoragarh,Uttarakhand,20.0,1379.81,31.83,rocky,0
2024,2,Pithoragarh,Uttarakhand,37.08,1460.97,35.5,rocky,0
2024,3,Pithoragarh,Uttarakhand,47.54,1379.92,30.8,rocky,0
2024,4,Pithoragarh,Uttarakhand,152.55,1413.31,29.57,rocky,0
2024,5,Pithoragarh,Uttarakhand,179.83,1426.82,30.44,rocky,0
2024,6,Pithoragarh,Uttarakhand,368.29,1378.16,37.63,rocky,0
2024,7,Pithoragarh,Uttarakhand,442.15,1348.29,33.27,rocky,1
2024,8,Pithoragarh,Uttarakhand,509.88,1405.47,36.89,rocky,1
2024,9,Pithoragarh,Uttarakhand,301.62,1427.59,31.85,rocky,0
2024,10,Pithoragarh,Uttarakhand,130.85,1393.94,36.45,rocky,0
2024,11,Pithoragarh,Uttarakhand,119.55,1434.31,33.43,rocky,0
2024,12,Pithoragarh,Uttarakhand,141.65,1385.68,36.35,rocky,0
2025,1,Pithoragarh,Uttarakhand,114.6,1392.75,30.48,rocky,0
2025,2,Pithoragarh,Uttarakhand,20.0,1399.85,30.69,rocky,0
2025,3,Pithoragarh,Uttarakhand,81.63,1438.56,35.98,rocky,1
2025,4,Pithoragarh,Uttarakhand,60.89,1386.8,32.39,rocky,0
2025,5,Pithoragarh,Uttarakhand,131.64,1436.39,36.09,rocky,1
2025,6,Pithoragarh,Uttarakhand,234.65,1422.18,36.04,rocky,1
2025,7,Pithoragarh,Uttarakhand,427.0,1392.51,37.73,rocky,1
2025,8,Pithoragarh,Uttarakhand,418.36,1379.71,35.26,rocky,1
2025,9,Pithoragarh,Uttarakhand,287.69,1408.33,36.9,rocky,0
2025,10,Pithoragarh,Uttarakhand,127.51,1383.5,29.95,rocky,0
2025,11,Pithoragarh,Uttarakhand,84.22,1435.95,33.5,rocky,0
2025,12,Pithoragarh,Uttarakhand,20.0,1433.1,37.73,rocky,0
2015,1,Manali,Himachal Pradesh,126.95,2039.9,30.01,rocky,1
2015,2,Manali,Himachal Pradesh,20.0,2052.58,24.81,rocky,0
2015,3,Manali,Himachal Pradesh,120.11,2067.74,29.58,rocky,1
2015,4,Manali,Himachal Pradesh,148.31,2066.04,35.65,rocky,0
2015,5,Manali,Himachal Pradesh,161.91,2050.55,30.95,rocky,0
2015,6,Manali,Himachal Pradesh,316.0,2069.92,34.9,rocky,0
2015,7,Manali,Himachal Pradesh,523.87,2082.86,32.14,rocky,0
2015,8,Manali,Himachal Pradesh,598.15,2046.96,34.38,rocky,1
2015,9,Manali,Himachal Pradesh,371.97,2072.28,29.39,rocky,0
2015,10,Manali,Himachal Pradesh,138.99,2058.56,30.89,rocky,0
2015,11,Manali,Himachal Pradesh,133.23,2040.35,33.05,rocky,0
2015,12,Manali,Himachal Pradesh,268.75,2076.83,30.66,rocky,0
2016,1,Manali,Himachal Pradesh,44.2,2038.74,30.22,rocky,0
2016,2,Manali,Himachal Pradesh,136.12,2074.06,28.35,rocky,0
2016,3,Manali,Himachal Pradesh,49.69,2033.0,27.61,rocky,1
2016,4,Manali,Himachal Pradesh,184.93,2029.44,23.69,rocky,0
2016,5,Manali,Himachal Pradesh,134.33,2045.55,30.47,rocky,0
2016,6,Manali,Himachal Pradesh,287.7,2062.57,33.15,rocky,1
2016,7,Manali,Himachal Pradesh,534.48,2071.33,28.52,rocky,0
2016,8,Manali,Himachal Pradesh,554.67,2062.71,26.95,rocky,0
2016,9,Manali,Himachal Pradesh,307.45,2068.61,31.93,rocky,1
2016,10,Manali,Himachal Pradesh,39.72,2104.84,24.96,rocky,0
2016,11,Manali,Himachal Pradesh,195.29,2086.63,27.33,rocky,0
2016,12,Manali,Himachal Pradesh,86.53,2042.0,29.8,rocky,0
2017,1,Manali,Himachal Pradesh,135.36,2024.98,27.43,rocky,0
2017,2,Manali,Himachal Pradesh,49.72,2064.74,21.48,rocky,0
2017,3,Manali,Himachal Pradesh,197.39,2038.53,26.95,rocky,0
2017,4,Manali,Himachal Pradesh,151.5,2061.96,25.67,rocky,0
2017,5,Manali,Himachal Pradesh,265.7,2120.61,28.94,rocky,0
2017,6,Manali,Himachal Pradesh,348.85,2047.78,27.93,rocky,0
2017,7,Manali,Himachal Pradesh,432.68,2053.54,31.43,rocky,1
2017,8,Manali,Himachal Pradesh,415.1,2002.64,31.89,rocky,1
2017,9,Manali,Himachal Pradesh,408.5,2083.26,29.64,rocky,0
2017,10,Manali,Himachal Pradesh,73.74,2025.01,28.45,rocky,0
2017,11,Manali,Himachal Pradesh,247.25,2052.14,29.16,rocky,0
2017,12,Manali,Himachal Pradesh,149.87,2057.63,30.49,rocky,1
2018,1,Manali,Himachal Pradesh,66.79,2038.57,27.93,rocky,0
2018,2,Manali,Himachal Pradesh,101.31,2069.19,30.9,rocky,0
2018,3,Manali,Himachal Pradesh,64.18,2065.02,27.28,rocky,0
2018,4,Manali,Himachal Pradesh,60.21,2037.45,34.59,rocky,0
2018,5,Manali,Himachal Pradesh,72.79,2084.0,29.43,rocky,0
2018,6,Manali,Himachal Pradesh,104.49,2020.53,30.45,rocky,0
2018,7,Manali,Himachal Pradesh,329.69,2061.12,31.23,rocky,0
2018,8,Manali,Himachal Pradesh,417.73,2091.36,31.53,rocky,1
2018,9,Manali,Himachal Pradesh,250.23,2015.26,34.06,rocky,0
2018,10,Manali,Himachal Pradesh,52.38,2049.92,34.51,rocky,0
2018,11,Manali,Himachal Pradesh,36.46,2068.38,28.32,rocky,0
2018,12,Manali,Himachal Pradesh,100.98,2057.81,34.02,rocky,0
2019,1,Manali,Himachal Pradesh,64.13,2052.0,30.96,rocky,0
2019,2,Manali,Himachal Pradesh,138.14,1999.68,30.4,rocky,1
2019,3,Manali,Himachal Pradesh,50.79,2048.18,35.67,rocky,1
2019,4,Manali,Himachal Pradesh,44.32,2061.48,29.12,rocky,0
2019,5,Manali,Himachal Pradesh,105.89,2080.23,29.93,rocky,0
2019,6,Manali,Himachal Pradesh,357.72,2065.26,26.04,rocky,1
2019,7,Manali,Himachal Pradesh,470.92,2058.17,27.49,rocky,1
2019,8,Manali,Himachal Pradesh,598.48,2070.0,29.83,rocky,0
2019,9,Manali,Himachal Pradesh,222.37,2052.54,34.49,rocky,0
2019,10,Manali,Himachal Pradesh,156.62,2029.97,27.16,rocky,0
2019,11,Manali,Himachal Pradesh,68.28,2103.02,32.93,rocky,0
2019,12,Manali,Himachal Pradesh,60.85,2044.51,26.98,rocky,0
2020,1,Manali,Himachal Pradesh,20.0,2051.5,25.12,rocky,0
2020,2,Manali,Himachal Pradesh,198.24,2022.42,32.74,rocky,0
2020,3,Manali,Himachal Pradesh,20.0,2014.91,29.75,rocky,0
2020,4,Manali,Himachal Pradesh,79.04,2051.74,31.03,rocky,0
2020,5,Manali,Himachal Pradesh,139.9,2069.73,28.11,rocky,0
2020,6,Manali,Himachal Pradesh,232.78,2027.61,27.27,rocky,1
2020,7,Manali,Himachal Pradesh,381.26,2061.66,30.24,rocky,0
2020,8,Manali,Himachal Pradesh,366.79,2041.38,32.59,rocky,0
2020,9,Manali,Himachal Pradesh,174.48,2074.89,27.36,rocky,0
2020,10,Manali,Himachal Pradesh,191.33,2059.98,28.21,rocky,1
2020,11,Manali,Himachal Pradesh,20.0,2053.85,29.75,rocky,0
2020,12,Manali,Himachal Pradesh,169.06,2060.62,32.92,rocky,0
2021,1,Manali,Himachal Pradesh,102.44,2000.38,29.2,rocky,0
2021,2,Manali,Himachal Pradesh,57.07,2066.51,29.56,rocky,0
2021,3,Manali,Himachal Pradesh,77.85,2078.84,33.49,rocky,0
2021,4,Manali,Himachal Pradesh,98.32,2049.08,28.25,rocky,0
2021,5,Manali,Himachal Pradesh,36.21,2021.06,24.06,rocky,0
2021,6,Manali,Himachal Pradesh,331.78,2038.77,33.19,rocky,0
2021,7,Manali,Himachal Pradesh,352.74,2027.78,29.52,rocky,0
2021,8,Manali,Himachal Pradesh,461.99,2045.44,36.07,rocky,0
2021,9,Manali,Himachal Pradesh,274.75,2071.98,27.16,rocky,0
2021,10,Manali,Himachal Pradesh,105.2,2052.51,29.36,rocky,0
2021,11,Manali,Himachal Pradesh,246.17,2027.29,31.81,rocky,0
2021,12,Manali,Himachal Pradesh,109.11,2037.64,25.55,rocky,0
2022,1,Manali,Himachal Pradesh,125.01,2091.62,30.79,rocky,1
2022,2,Manali,Himachal Pradesh,46.03,2069.72,24.57,rocky,0
2022,3,Manali,Himachal Pradesh,98.28,2024.1,31.31,rocky,0
2022,4,Manali,Himachal Pradesh,56.81,1980.12,30.12,rocky,0
2022,5,Manali,Himachal Pradesh,192.1,2068.07,27.74,rocky,0
2022,6,Manali,Himachal Pradesh,231.03,2043.78,32.63,rocky,0
2022,7,Manali,Himachal Pradesh,408.5,2078.03,34.8,rocky,1
2022,8,Manali,Himachal Pradesh,437.19,2073.02,30.3,rocky,0
2022,9,Manali,Himachal Pradesh,282.75,2016.84,31.67,rocky,0
2022,10,Manali,Himachal Pradesh,26.59,2071.43,29.06,rocky,0
2022,11,Manali,Himachal Pradesh,93.81,2074.96,31.93,rocky,1
2022,12,Manali,Himachal Pradesh,89.55,2092.15,30.12,rocky,0
2023,1,Manali,Himachal Pradesh,47.59,2040.04,28.66,rocky,0
2023,2,Manali,Himachal Pradesh,20.0,2060.07,28.58,rocky,0
2023,3,Manali,Himachal Pradesh,140.19,2037.33,30.72,rocky,1
2023,4,Manali,Himachal Pradesh,20.0,2104.18,26.67,rocky,0
2023,5,Manali,Himachal Pradesh,55.14,2073.03,28.56,rocky,0
2023,6,Manali,Himachal Pradesh,437.31,2015.29,27.32,rocky,0
2023,7,Manali,Himachal Pradesh,481.5,2076.4,32.36,rocky,1
2023,8,Manali,Himachal Pradesh,419.16,2043.18,36.03,rocky,1
2023,9,Manali,Himachal Pradesh,290.02,2050.5,28.8,rocky,0
2023,10,Manali,Himachal Pradesh,136.27,2022.6,24.33,rocky,0
2023,11,Manali,Himachal Pradesh,62.87,2078.04,30.69,rocky,0
2023,12,Manali,Himachal Pradesh,111.81,2006.21,28.35,rocky,0
2024,1,Manali,Himachal Pradesh,145.01,2023.31,27.75,rocky,1
2024,2,Manali,Himachal Pradesh,105.1,2064.68,26.6,rocky,1
2024,3,Manali,Himachal Pradesh,62.89,2040.29,26.63,rocky,0
2024,4,Manali,Himachal Pradesh,20.0,2068.4,33.08,rocky,0
2024,5,Manali,Himachal Pradesh,143.22,1976.42,26.99,rocky,1
2024,6,Manali,Himachal Pradesh,188.62,2065.5,36.0,rocky,0
2024,7,Manali,Himachal Pradesh,522.38,2104.76,32.65,rocky,1
2024,8,Manali,Himachal Pradesh,521.05,2059.37,24.18,rocky,0
2024,9,Manali,Himachal Pradesh,260.12,2053.47,32.49,rocky,0
2024,10,Manali,Himachal Pradesh,102.52,2035.22,24.48,rocky,1
2024,11,Manali,Himachal Pradesh,40.66,2117.46,30.73,rocky,0
2024,12,Manali,Himachal Pradesh,111.97,2054.71,31.65,rocky,0
2025,1,Manali,Himachal Pradesh,63.82,1999.74,26.03,rocky,0
2025,2,Manali,Himachal Pradesh,191.88,2025.77,30.07,rocky,0
2025,3,Manali,Himachal Pradesh,141.86,2046.0,29.27,rocky,0
2025,4,Manali,Himachal Pradesh,85.9,2068.66,29.66,rocky,0
2025,5,Manali,Himachal Pradesh,166.81,2025.74,25.94,rocky,0
2025,6,Manali,Himachal Pradesh,288.6,2049.63,30.78,rocky,1
2025,7,Manali,Himachal Pradesh,618.99,2040.59,30.95,rocky,1
2025,8,Manali,Himachal Pradesh,544.03,2065.3,28.74,rocky,0
2025,9,Manali,Himachal Pradesh,408.85,2048.58,27.33,rocky,0
2025,10,Manali,Himachal Pradesh,57.84,2045.32,32.4,rocky,0
2025,11,Manali,Himachal Pradesh,23.94,2064.22,31.15,rocky,1
2025,12,Manali,Himachal Pradesh,107.56,2020.87,25.2,rocky,0
2015,1,Shimla,Himachal Pradesh,89.11,2194.85,23.91,loam,0
2015,2,Shimla,Himachal Pradesh,159.74,2211.27,23.63,loam,0
2015,3,Shimla,Himachal Pradesh,197.97,2209.26,26.23,loam,0
2015,4,Shimla,Himachal Pradesh,96.13,2213.79,30.43,loam,1
2015,5,Shimla,Himachal Pradesh,155.68,2204.22,30.03,loam,1
2015,6,Shimla,Himachal Pradesh,347.12,2204.55,28.99,loam,0
2015,7,Shimla,Himachal Pradesh,538.34,2195.77,32.06,loam,1
2015,8,Shimla,Himachal Pradesh,431.44,2263.53,34.36,loam,1
2015,9,Shimla,Himachal Pradesh,285.83,2207.38,27.81,loam,1
2015,10,Shimla,Himachal Pradesh,127.04,2208.12,24.4,loam,0
2015,11,Shimla,Himachal Pradesh,136.97,2199.19,30.49,loam,0
2015,12,Shimla,Himachal Pradesh,76.15,2154.11,30.44,loam,1
2016,1,Shimla,Himachal Pradesh,112.96,2199.4,29.53,loam,1
2016,2,Shimla,Himachal Pradesh,185.23,2169.28,27.37,loam,0
2016,3,Shimla,Himachal Pradesh,176.17,2180.34,29.0,loam,0
2016,4,Shimla,Himachal Pradesh,128.5,2219.47,24.63,loam,0
2016,5,Shimla,Himachal Pradesh,20.0,2178.39,32.77,loam,0
2016,6,Shimla,Himachal Pradesh,194.31,2165.06,32.14,loam,0
2016,7,Shimla,Himachal Pradesh,542.25,2169.78,26.3,loam,1
2016,8,Shimla,Himachal Pradesh,598.56,2188.34,26.73,loam,1
2016,9,Shimla,Himachal Pradesh,367.32,2255.36,23.96,loam,0
2016,10,Shimla,Himachal Pradesh,99.31,2228.47,34.28,loam,0
2016,11,Shimla,Himachal Pradesh,126.75,2214.28,25.83,loam,1
2016,12,Shimla,Himachal Pradesh,43.0,2240.78,25.8,loam,0
2017,1,Shimla,Himachal Pradesh,20.0,2226.6,35.52,loam,0
2017,2,Shimla,Himachal Pradesh,59.41,2244.28,26.18,loam,1
2017,3,Shimla,Himachal Pradesh,157.82,2179.05,26.2,loam,0
2017,4,Shimla,Himachal Pradesh,146.06,2200.12,31.1,loam,1
2017,5,Shimla,Himachal Pradesh,39.29,2232.21,26.1,loam,0
2017,6,Shimla,Himachal Pradesh,294.36,2195.56,25.01,loam,0
2017,7,Shimla,Himachal Pradesh,455.23,2205.3,31.03,loam,1
2017,8,Shimla,Himachal Pradesh,459.26,2187.35,31.84,loam,0
2017,9,Shimla,Himachal Pradesh,379.76,2217.75,29.92,loam,0
2017,10,Shimla,Himachal Pradesh,37.67,2216.02,27.29,loam,0
2017,11,Shimla,Himachal Pradesh,98.58,2248.16,28.24,loam,1
2017,12,Shimla,Himachal Pradesh,75.93,2178.07,28.14,loam,0
2018,1,Shimla,Himachal Pradesh,118.42,2191.19,34.44,loam,0
2018,2,Shimla,Himachal Pradesh,177.32,2182.51,26.82,loam,0
2018,3,Shimla,Himachal Pradesh,172.65,2141.14,28.05,loam,1
2018,4,Shimla,Himachal Pradesh,139.19,2244.16,29.44,loam,0
2018,5,Shimla,Himachal Pradesh,90.09,2196.38,29.22,loam,1
2018,6,Shimla,Himachal Pradesh,284.92,2204.05,32.9,loam,0
2018,7,Shimla,Himachal Pradesh,526.87,2159.52,29.89,loam,1
2018,8,Shimla,Himachal Pradesh,571.13,2176.81,28.3,loam,1
2018,9,Shimla,Himachal Pradesh,381.54,2236.37,23.09,loam,1
2018,10,Shimla,Himachal Pradesh,115.69,2221.17,26.29,loam,1
2018,11,Shimla,Himachal Pradesh,20.0,2190.4,25.71,loam,0
2018,12,Shimla,Himachal Pradesh,132.69,2228.07,32.84,loam,0
2019,1,Shimla,Himachal Pradesh,52.5,2214.54,28.66,loam,0
2019,2,Shimla,Himachal Pradesh,227.86,2197.28,30.85,loam,0
2019,3,Shimla,Himachal Pradesh,32.64,2217.32,27.15,loam,0
2019,4,Shimla,Himachal Pradesh,20.0,2186.43,26.93,loam,1
2019,5,Shimla,Himachal Pradesh,170.97,2228.66,24.66,loam,0
2019,6,Shimla,Himachal Pradesh,232.13,2204.08,25.84,loam,1
2019,7,Shimla,Himachal Pradesh,497.25,2180.74,31.43,loam,1
2019,8,Shimla,Himachal Pradesh,293.02,2272.29,30.38,loam,1
2019,9,Shimla,Himachal Pradesh,270.96,2171.87,24.73,loam,0
2019,10,Shimla,Himachal Pradesh,151.81,2220.96,30.12,loam,0
2019,11,Shimla,Himachal Pradesh,218.4,2165.02,30.39,loam,0
2019,12,Shimla,Himachal Pradesh,20.0,2175.51,31.44,loam,0
2020,1,Shimla,Himachal Pradesh,171.08,2191.44,30.71,loam,1
2020,2,Shimla,Himachal Pradesh,126.2,2231.88,35.42,loam,0
2020,3,Shimla,Himachal Pradesh,36.59,2221.79,28.98,loam,0
2020,4,Shimla,Himachal Pradesh,182.27,2205.68,28.26,loam,0
2020,5,Shimla,Himachal Pradesh,77.77,2212.76,28.61,loam,0
2020,6,Shimla,Himachal Pradesh,311.1,2126.93,24.57,loam,0
2020,7,Shimla,Himachal Pradesh,510.28,2239.8,26.24,loam,0
2020,8,Shimla,Himachal Pradesh,535.59,2209.78,32.34,loam,0
2020,9,Shimla,Himachal Pradesh,331.35,2235.37,25.38,loam,0
2020,10,Shimla,Himachal Pradesh,72.3,2209.29,25.36,loam,0
2020,11,Shimla,Himachal Pradesh,20.0,2213.08,25.6,loam,0
2020,12,Shimla,Himachal Pradesh,110.98,2202.95,21.7,loam,0
2021,1,Shimla,Himachal Pradesh,74.85,2196.73,28.88,loam,0
2021,2,Shimla,Himachal Pradesh,62.97,2190.04,24.79,loam,0
2021,3,Shimla,Himachal Pradesh,56.84,2238.0,28.39,loam,0
2021,4,Shimla,Himachal Pradesh,127.26,2203.42,26.92,loam,0
2021,5,Shimla,Himachal Pradesh,154.78,2213.51,29.86,loam,0
2021,6,Shimla,Himachal Pradesh,406.91,2180.19,28.49,loam,0
2021,7,Shimla,Himachal Pradesh,567.88,2167.62,24.44,loam,1
2021,8,Shimla,Himachal Pradesh,621.05,2155.66,32.89,loam,1
2021,9,Shimla,Himachal Pradesh,278.86,2216.42,32.3,loam,1
2021,10,Shimla,Himachal Pradesh,148.48,2212.86,24.65,loam,0
2021,11,Shimla,Himachal Pradesh,57.84,2223.9,31.55,loam,0
2021,12,Shimla,Himachal Pradesh,72.22,2178.01,28.9,loam,0
2022,1,Shimla,Himachal Pradesh,62.83,2147.13,26.73,loam,0
2022,2,Shimla,Himachal Pradesh,88.88,2229.8,27.09,loam,1
2022,3,Shimla,Himachal Pradesh,96.41,2231.4,31.56,loam,0
2022,4,Shimla,Himachal Pradesh,36.21,2181.27,31.44,loam,0
2022,5,Shimla,Himachal Pradesh,108.76,2178.33,27.91,loam,0
2022,6,Shimla,Himachal Pradesh,383.43,2209.0,28.47,loam,0
2022,7,Shimla,Himachal Pradesh,596.87,2193.29,28.24,loam,0
2022,8,Shimla,Himachal Pradesh,543.22,2244.09,30.59,loam,0
2022,9,Shimla,Himachal Pradesh,394.33,2172.96,29.01,loam,1
2022,10,Shimla,Himachal Pradesh,30.73,2218.32,26.46,loam,0
2022,11,Shimla,Himachal Pradesh,20.0,2186.35,23.95,loam,0
2022,12,Shimla,Himachal Pradesh,140.96,2201.15,28.21,loam,0
2023,1,Shimla,Himachal Pradesh,76.75,2203.04,26.5,loam,0
2023,2,Shimla,Himachal Pradesh,50.66,2246.32,25.84,loam,0
2023,3,Shimla,Himachal Pradesh,109.85,2203.31,23.19,loam,0
2023,4,Shimla,Himachal Pradesh,180.9,2192.96,25.34,loam,0
2023,5,Shimla,Himachal Pradesh,100.05,2165.85,31.17,loam,0
2023,6,Shimla,Himachal Pradesh,255.71,2180.91,27.77,loam,0
2023,7,Shimla,Himachal Pradesh,520.87,2183.79,21.53,loam,1
2023,8,Shimla,Himachal Pradesh,497.42,2228.77,29.65,loam,0
2023,9,Shimla,Himachal Pradesh,331.93,2196.79,27.8,loam,0
2023,10,Shimla,Himachal Pradesh,40.46,2176.45,30.64,loam,0
2023,11,Shimla,Himachal Pradesh,129.2,2207.61,24.83,loam,0
2023,12,Shimla,Himachal Pradesh,56.35,2188.5,28.4,loam,1
2024,1,Shimla,Himachal Pradesh,50.67,2218.35,23.39,loam,0
2024,2,Shimla,Himachal Pradesh,137.68,2181.56,22.15,loam,0
2024,3,Shimla,Himachal Pradesh,195.38,2242.08,29.18,loam,0
2024,4,Shimla,Himachal Pradesh,89.18,2191.66,23.74,loam,1
2024,5,Shimla,Himachal Pradesh,20.0,2190.84,28.53,loam,0
2024,6,Shimla,Himachal Pradesh,249.95,2212.35,32.06,loam,0
2024,7,Shimla,Himachal Pradesh,443.77,2235.38,33.53,loam,1
2024,8,Shimla,Himachal Pradesh,503.89,2181.23,29.54,loam,1
2024,9,Shimla,Himachal Pradesh,347.37,2192.94,31.15,loam,0
2024,10,Shimla,Himachal Pradesh,75.16,2191.66,30.72,loam,0
2024,11,Shimla,Himachal Pradesh,78.58,2216.68,23.36,loam,1
2024,12,Shimla,Himachal Pradesh,114.4,2203.41,28.69,loam,0
2025,1,Shimla,Himachal Pradesh,64.27,2233.22,30.45,loam,0
2025,2,Shimla,Himachal Pradesh,147.99,2184.06,30.43,loam,0
2025,3,Shimla,Himachal Pradesh,90.29,2241.67,25.96,loam,0
2025,4,Shimla,Himachal Pradesh,138.96,2235.62,24.63,loam,0
2025,5,Shimla,Himachal Pradesh,102.65,2202.54,31.5,loam,0
2025,6,Shimla,Himachal Pradesh,382.33,2180.5,24.66,loam,0
2025,7,Shimla,Himachal Pradesh,509.72,2171.11,27.39,loam,0
2025,8,Shimla,Himachal Pradesh,442.41,2209.35,28.59,loam,1
2025,9,Shimla,Himachal Pradesh,319.36,2175.58,22.9,loam,0
2025,10,Shimla,Himachal Pradesh,184.54,2183.79,33.58,loam,1
2025,11,Shimla,Himachal Pradesh,106.65,2217.37,26.69,loam,1
2025,12,Shimla,Himachal Pradesh,20.6,2197.21,28.52,loam,0
2015,1,Mussoorie,Uttarakhand,181.08,2019.35,28.98,loam,0
2015,2,Mussoorie,Uttarakhand,118.0,1962.39,29.74,loam,0
2015,3,Mussoorie,Uttarakhand,20.0,1995.17,31.69,loam,1
2015,4,Mussoorie,Uttarakhand,32.55,2004.25,28.89,loam,0
2015,5,Mussoorie,Uttarakhand,46.64,1995.41,28.66,loam,0
2015,6,Mussoorie,Uttarakhand,389.95,1974.21,31.01,loam,1
2015,7,Mussoorie,Uttarakhand,466.68,2037.29,31.17,loam,0
2015,8,Mussoorie,Uttarakhand,470.08,2027.16,22.73,loam,1
2015,9,Mussoorie,Uttarakhand,337.31,1973.36,23.95,loam,0
2015,10,Mussoorie,Uttarakhand,196.6,1983.0,24.01,loam,0
2015,11,Mussoorie,Uttarakhand,187.54,1996.72,27.27,loam,0
2015,12,Mussoorie,Uttarakhand,79.41,2013.9,22.91,loam,0
2016,1,Mussoorie,Uttarakhand,98.7,1987.5,27.98,loam,0
2016,2,Mussoorie,Uttarakhand,20.0,2036.38,30.3,loam,0
2016,3,Mussoorie,Uttarakhand,184.2,2010.51,34.54,loam,0
2016,4,Mussoorie,Uttarakhand,75.71,1975.91,36.73,loam,0
2016,5,Mussoorie,Uttarakhand,87.27,2034.43,22.42,loam,0
2016,6,Mussoorie,Uttarakhand,299.53,2016.53,31.5,loam,0
2016,7,Mussoorie,Uttarakhand,534.54,2050.34,29.73,loam,1
2016,8,Mussoorie,Uttarakhand,444.78,2027.94,30.72,loam,1
2016,9,Mussoorie,Uttarakhand,258.58,2019.91,29.0,loam,1
2016,10,Mussoorie,Uttarakhand,42.81,2023.41,26.46,loam,0
2016,11,Mussoorie,Uttarakhand,61.3,2010.42,30.98,loam,0
2016,12,Mussoorie,Uttarakhand,89.73,2000.84,30.33,loam,0
2017,1,Mussoorie,Uttarakhand,182.65,1986.46,28.69,loam,0
2017,2,Mussoorie,Uttarakhand,175.26,1992.75,31.12,loam,0
2017,3,Mussoorie,Uttarakhand,87.94,1972.53,29.13,loam,0
2017,4,Mussoorie,Uttarakhand,42.11,1987.98,32.6,loam,1
2017,5,Mussoorie,Uttarakhand,181.3,1997.62,27.83,loam,1
2017,6,Mussoorie,Uttarakhand,375.82,1983.36,32.2,loam,1
2017,7,Mussoorie,Uttarakhand,489.01,1997.77,33.83,loam,0
2017,8,Mussoorie,Uttarakhand,447.42,2006.36,30.45,loam,1
2017,9,Mussoorie,Uttarakhand,399.63,2038.43,33.24,loam,0
2017,10,Mussoorie,Uttarakhand,83.69,1993.55,32.82,loam,1
2017,11,Mussoorie,Uttarakhand,166.75,1971.98,23.89,loam,1
2017,12,Mussoorie,Uttarakhand,20.0,2013.44,29.39,loam,0
2018,1,Mussoorie,Uttarakhand,169.32,2013.32,27.15,loam,0
2018,2,Mussoorie,Uttarakhand,127.07,2022.53,27.77,loam,0
2018,3,Mussoorie,Uttarakhand,152.87,1961.76,24.52,loam,1
2018,4,Mussoorie,Uttarakhand,97.46,1959.95,26.91,loam,0
2018,5,Mussoorie,Uttarakhand,167.15,1967.19,30.61,loam,0
2018,6,Mussoorie,Uttarakhand,300.65,2006.16,27.68,loam,0
2018,7,Mussoorie,Uttarakhand,481.85,1972.33,28.1,loam,1
2018,8,Mussoorie,Uttarakhand,511.41,2003.63,32.18,loam,1
2018,9,Mussoorie,Uttarakhand,260.51,2041.93,27.69,loam,1
2018,10,Mussoorie,Uttarakhand,32.57,2021.06,26.81,loam,0
2018,11,Mussoorie,Uttarakhand,262.63,1993.71,23.22,loam,1
2018,12,Mussoorie,Uttarakhand,62.73,2009.26,29.93,loam,0
2019,1,Mussoorie,Uttarakhand,20.0,2044.68,27.7,loam,0
2019,2,Mussoorie,Uttarakhand,174.73,1974.7,25.46,loam,0
2019,3,Mussoorie,Uttarakhand,63.03,1989.39,30.19,loam,0
2019,4,Mussoorie,Uttarakhand,79.6,2010.78,30.96,loam,0
2019,5,Mussoorie,Uttarakhand,20.0,2010.71,30.18,loam,0
2019,6,Mussoorie,Uttarakhand,367.18,2004.06,26.11,loam,0
2019,7,Mussoorie,Uttarakhand,396.6,1981.0,26.87,loam,0
2019,8,Mussoorie,Uttarakhand,426.34,1970.5,32.09,loam,0
2019,9,Mussoorie,Uttarakhand,343.36,2020.75,30.12,loam,0
2019,10,Mussoorie,Uttarakhand,159.97,2027.47,30.47,loam,0
2019,11,Mussoorie,Uttarakhand,20.0,1996.76,24.39,loam,0
2019,12,Mussoorie,Uttarakhand,38.19,1966.18,24.63,loam,1
