year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2021,4,Patna,Bihar,107.9,30.82,26.5,35.8,53,Alluvial,1,0
2022,4,Patna,Bihar,196.94,80.48,31.5,91.4,53,Alluvial,1,1
2023,4,Patna,Bihar,76.61,27.84,26.3,61.8,53,Alluvial,1,0
2024,4,Patna,Bihar,103.88,32.2,29.5,81.0,53,Alluvial,1,0
2025,4,Patna,Bihar,258.58,59.31,25.9,73.4,53,Alluvial,1,0
2015,5,Patna,Bihar,205.25,41.61,28.1,90.1,53,Alluvial,1,1
2016,5,Patna,Bihar,88.89,28.07,32.8,49.3,53,Alluvial,1,0
2017,5,Patna,Bihar,171.53,69.4,32.8,46.1,53,Alluvial,1,0
2018,5,Patna,Bihar,180.93,64.7,27.7,66.4,53,Alluvial,1,0
2019,5,Patna,Bihar,166.24,54.14,26.1,40.7,53,Alluvial,1,0
2020,5,Patna,Bihar,10.0,4.52,28.5,71.7,53,Alluvial,1,0
2021,5,Patna,Bihar,155.95,71.03,31.5,54.4,53,Alluvial,1,0
2022,5,Patna,Bihar,113.2,30.71,31.1,47.7,53,Alluvial,1,0
2023,5,Patna,Bihar,91.24,21.99,26.5,66.9,53,Alluvial,1,0
2024,5,Patna,Bihar,47.62,18.19,30.2,69.3,53,Alluvial,1,0
2025,5,Patna,Bihar,299.57,107.32,33.3,80.9,53,Alluvial,1,1
2015,6,Patna,Bihar,75.71,35.39,27.2,64.3,53,Alluvial,1,0
2016,6,Patna,Bihar,241.99,85.46,33.4,46.4,53,Alluvial,1,0
2017,6,Patna,Bihar,29.39,9.42,26.2,41.1,53,Alluvial,1,0
2018,6,Patna,Bihar,358.71,108.24,30.1,71.8,53,Alluvial,1,1
2019,6,Patna,Bihar,234.89,105.53,33.0,43.8,53,Alluvial,1,0
2020,6,Patna,Bihar,143.94,46.61,30.1,55.9,53,Alluvial,1,0
2021,6,Patna,Bihar,208.08,48.53,29.2,60.2,53,Alluvial,1,0
2022,6,Patna,Bihar,187.81,57.7,25.9,70.1,53,Alluvial,1,0
2023,6,Patna,Bihar,167.49,48.08,30.1,82.8,53,Alluvial,1,0
2024,6,Patna,Bihar,146.32,30.08,26.0,54.3,53,Alluvial,1,0
2025,6,Patna,Bihar,202.99,41.77,27.2,58.9,53,Alluvial,1,0
2015,7,Patna,Bihar,234.0,76.3,26.1,86.8,53,Alluvial,1,1
2016,7,Patna,Bihar,292.56,104.77,24.6,85.3,53,Alluvial,1,1
2017,7,Patna,Bihar,183.7,90.27,28.2,73.3,53,Alluvial,1,0
2018,7,Patna,Bihar,211.04,95.19,30.6,79.7,53,Alluvial,1,1
2019,7,Patna,Bihar,110.25,41.95,25.0,52.9,53,Alluvial,1,0
2020,7,Patna,Bihar,28.63,10.41,23.8,87.6,53,Alluvial,1,0
2021,7,Patna,Bihar,329.06,124.22,28.6,83.2,53,Alluvial,1,1
2022,7,Patna,Bihar,157.37,44.39,26.7,37.6,53,Alluvial,1,0
2023,7,Patna,Bihar,164.2,46.09,29.2,78.2,53,Alluvial,1,1
2024,7,Patna,Bihar,300.46,84.75,27.1,76.7,53,Alluvial,1,1
2025,7,Patna,Bihar,400.72,91.86,23.3,76.9,53,Alluvial,1,1
2015,8,Patna,Bihar,235.99,108.24,23.6,85.3,53,Alluvial,1,1
2016,8,Patna,Bihar,237.1,104.07,29.3,88.7,53,Alluvial,1,1
2017,8,Patna,Bihar,167.4,39.33,23.0,79.7,53,Alluvial,1,1
2018,8,Patna,Bihar,10.0,4.28,30.7,64.2,53,Alluvial,1,0
2019,8,Patna,Bihar,611.69,292.6,28.6,91.6,53,Alluvial,1,1
2020,8,Patna,Bihar,45.54,13.35,30.6,85.0,53,Alluvial,1,1
2021,8,Patna,Bihar,163.81,72.33,24.2,67.9,53,Alluvial,1,0
2022,8,Patna,Bihar,10.0,2.11,24.5,49.9,53,Alluvial,1,0
2023,8,Patna,Bihar,86.98,27.84,27.8,62.2,53,Alluvial,1,0
2024,8,Patna,Bihar,10.0,4.16,25.2,45.3,53,Alluvial,1,0
2025,8,Patna,Bihar,167.86,45.49,25.2,47.5,53,Alluvial,1,0
2015,9,Patna,Bihar,204.25,44.29,26.9,66.1,53,Alluvial,1,0
2016,9,Patna,Bihar,183.64,38.86,27.8,84.3,53,Alluvial,1,1
2017,9,Patna,Bihar,178.9,81.78,26.7,85.0,53,Alluvial,1,1
2018,9,Patna,Bihar,285.24,139.5,30.7,70.3,53,Alluvial,1,1
2019,9,Patna,Bihar,190.61,58.36,29.9,82.0,53,Alluvial,1,0
2020,9,Patna,Bihar,179.97,80.94,24.2,54.0,53,Alluvial,1,0
2021,9,Patna,Bihar,266.59,129.58,28.8,83.2,53,Alluvial,1,1
2022,9,Patna,Bihar,481.71,231.82,24.2,85.0,53,Alluvial,1,1
2023,9,Patna,Bihar,314.31,91.79,30.8,88.6,53,Alluvial,1,1
2024,9,Patna,Bihar,377.61,144.57,26.1,81.5,53,Alluvial,1,1
2025,9,Patna,Bihar,133.27,50.31,24.3,59.7,53,Alluvial,1,0
2015,10,Patna,Bihar,38.69,15.76,29.4,56.1,53,Alluvial,1,1
2016,10,Patna,Bihar,255.38,110.1,29.6,64.5,53,Alluvial,1,0
2017,10,Patna,Bihar,10.0,2.81,27.6,61.1,53,Alluvial,1,0
2018,10,Patna,Bihar,100.43,49.93,28.9,59.8,53,Alluvial,1,0
2019,10,Patna,Bihar,196.22,46.13,26.3,94.5,53,Alluvial,1,0
2020,10,Patna,Bihar,10.0,3.29,33.5,53.7,53,Alluvial,1,0
2021,10,Patna,Bihar,10.0,2.72,28.5,41.8,53,Alluvial,1,0
2022,10,Patna,Bihar,16.2,6.8,28.8,47.9,53,Alluvial,1,0
2023,10,Patna,Bihar,379.95,85.5,30.1,77.3,53,Alluvial,1,0
2024,10,Patna,Bihar,10.0,3.43,26.5,70.3,53,Alluvial,1,0
2025,10,Patna,Bihar,24.63,6.06,27.7,41.3,53,Alluvial,1,0
2015,11,Patna,Bihar,70.29,26.23,33.9,74.0,53,Alluvial,1,1
2016,11,Patna,Bihar,161.7,45.79,27.0,77.0,53,Alluvial,1,0
2017,11,Patna,Bihar,10.0,2.64,28.9,66.6,53,Alluvial,1,0
2018,11,Patna,Bihar,112.14,43.67,30.1,41.9,53,Alluvial,1,0
2019,11,Patna,Bihar,76.85,18.4,28.8,76.5,53,Alluvial,1,0
2020,11,Patna,Bihar,111.4,30.11,27.3,52.7,53,Alluvial,1,0
2021,11,Patna,Bihar,162.38,47.48,31.1,48.6,53,Alluvial,1,0
2022,11,Patna,Bihar,168.57,65.39,33.1,72.1,53,Alluvial,1,0
2023,11,Patna,Bihar,120.13,51.02,31.9,54.9,53,Alluvial,1,0
2024,11,Patna,Bihar,10.0,3.75,32.7,67.6,53,Alluvial,1,0
2025,11,Patna,Bihar,10.0,3.7,27.4,55.1,53,Alluvial,1,0
2015,12,Patna,Bihar,110.64,40.29,32.2,75.6,53,Alluvial,1,1
2016,12,Patna,Bihar,107.31,41.89,29.7,83.1,53,Alluvial,1,0
2017,12,Patna,Bihar,25.65,11.77,27.6,67.9,53,Alluvial,1,0
2018,12,Patna,Bihar,76.41,20.11,29.6,88.2,53,Alluvial,1,0
2019,12,Patna,Bihar,62.3,21.78,32.1,42.8,53,Alluvial,1,0
2020,12,Patna,Bihar,122.53,28.34,31.2,69.3,53,Alluvial,1,0
2021,12,Patna,Bihar,10.0,4.03,28.4,61.7,53,Alluvial,1,0
2022,12,Patna,Bihar,96.7,26.57,31.3,57.9,53,Alluvial,1,0
2023,12,Patna,Bihar,252.65,121.02,29.0,78.8,53,Alluvial,1,1
2024,12,Patna,Bihar,52.04,25.12,26.8,73.0,53,Alluvial,1,0
2025,12,Patna,Bihar,197.05,78.58,31.7,67.8,53,Alluvial,1,0
2015,1,Wayanad,Kerala,10.0,2.82,29.2,32.2,900,Laterite,20,0
2016,1,Wayanad,Kerala,97.61,41.27,28.4,71.7,900,Laterite,20,0
2017,1,Wayanad,Kerala,27.25,10.36,28.9,80.3,900,Laterite,20,0
2018,1,Wayanad,Kerala,500.29,199.91,24.4,82.2,900,Laterite,20,1
2019,1,Wayanad,Kerala,257.15,70.69,27.4,78.4,900,Laterite,20,1
2020,1,Wayanad,Kerala,31.97,9.05,31.1,86.9,900,Laterite,20,0
2021,1,Wayanad,Kerala,10.0,4.8,25.6,60.2,900,Laterite,20,0
2022,1,Wayanad,Kerala,96.52,28.34,28.8,26.2,900,Laterite,20,0
2023,1,Wayanad,Kerala,320.22,134.77,29.6,86.8,900,Laterite,20,1
2024,1,Wayanad,Kerala,160.76,35.09,29.1,60.1,900,Laterite,20,0
2025,1,Wayanad,Kerala,150.47,30.16,28.8,76.6,900,Laterite,20,1
2015,2,Wayanad,Kerala,188.34,47.83,25.1,44.4,900,Laterite,20,0
2016,2,Wayanad,Kerala,251.34,58.06,25.9,80.9,900,Laterite,20,1
2017,2,Wayanad,Kerala,176.63,47.49,26.0,42.4,900,Laterite,20,0
2018,2,Wayanad,Kerala,125.59,56.78,24.9,40.8,900,Laterite,20,0
2019,2,Wayanad,Kerala,10.0,4.93,31.4,53.4,900,Laterite,20,0
2020,2,Wayanad,Kerala,62.7,22.46,26.2,51.5,900,Laterite,20,0
2021,2,Wayanad,Kerala,10.0,4.83,24.5,62.4,900,Laterite,20,0
2022,2,Wayanad,Kerala,227.59,49.3,26.9,71.9,900,Laterite,20,0
2023,2,Wayanad,Kerala,10.0,3.58,25.7,73.2,900,Laterite,20,0
2024,2,Wayanad,Kerala,89.96,44.06,30.8,46.5,900,Laterite,20,0
2025,2,Wayanad,Kerala,165.14,44.0,25.2,70.1,900,Laterite,20,0
2015,3,Wayanad,Kerala,10.0,3.65,27.7,78.0,900,Laterite,20,0
2016,3,Wayanad,Kerala,10.0,3.18,26.8,33.6,900,Laterite,20,0
2017,3,Wayanad,Kerala,589.96,239.07,30.7,68.2,900,Laterite,20,1
2018,3,Wayanad,Kerala,238.59,66.12,30.3,47.4,900,Laterite,20,0
2019,3,Wayanad,Kerala,114.62,23.83,23.9,37.9,900,Laterite,20,0
2020,3,Wayanad,Kerala,135.74,66.09,31.6,75.2,900,Laterite,20,0
2021,3,Wayanad,Kerala,192.59,82.05,30.9,95.8,900,Laterite,20,0
2022,3,Wayanad,Kerala,360.56,79.53,29.1,84.0,900,Laterite,20,1
2023,3,Wayanad,Kerala,147.36,55.7,31.4,49.6,900,Laterite,20,0
2024,3,Wayanad,Kerala,169.57,34.58,24.2,39.9,900,Laterite,20,0
2025,3,Wayanad,Kerala,220.11,50.97,27.0,71.1,900,Laterite,20,0
2015,4,Wayanad,Kerala,86.96,42.09,26.6,76.0,900,Laterite,20,1
2016,4,Wayanad,Kerala,117.85,35.66,23.9,54.8,900,Laterite,20,0
2017,4,Wayanad,Kerala,193.72,89.0,25.3,74.1,900,Laterite,20,0
2018,4,Wayanad,Kerala,10.0,4.2,25.1,57.4,900,Laterite,20,0
2019,4,Wayanad,Kerala,152.0,67.33,23.8,75.4,900,Laterite,20,0
2020,4,Wayanad,Kerala,184.52,52.44,28.4,56.3,900,Laterite,20,0
2021,4,Wayanad,Kerala,10.0,3.12,30.3,40.8,900,Laterite,20,0
2022,4,Wayanad,Kerala,137.84,33.89,31.2,60.5,900,Laterite,20,0
2023,4,Wayanad,Kerala,53.76,11.59,25.3,69.7,900,Laterite,20,0
2024,4,Wayanad,Kerala,141.78,59.13,31.0,65.9,900,Laterite,20,0
2025,4,Wayanad,Kerala,253.59,108.75,27.4,79.6,900,Laterite,20,0
2015,5,Wayanad,Kerala,240.76,71.28,30.9,72.1,900,Laterite,20,0
2016,5,Wayanad,Kerala,155.48,34.48,25.5,71.5,900,Laterite,20,0
2017,5,Wayanad,Kerala,323.47,147.87,27.0,38.6,900,Laterite,20,0
2018,5,Wayanad,Kerala,171.9,74.29,24.6,70.0,900,Laterite,20,1
2019,5,Wayanad,Kerala,30.09,11.96,27.7,59.0,900,Laterite,20,0
2020,5,Wayanad,Kerala,207.63,44.09,26.6,64.1,900,Laterite,20,0
2021,5,Wayanad,Kerala,77.12,25.64,25.0,45.7,900,Laterite,20,0
2022,5,Wayanad,Kerala,89.63,30.07,25.2,87.5,900,Laterite,20,0
2023,5,Wayanad,Kerala,296.12,105.57,30.6,49.4,900,Laterite,20,0
2024,5,Wayanad,Kerala,141.0,39.43,26.4,60.8,900,Laterite,20,0
2025,5,Wayanad,Kerala,76.66,21.11,23.8,64.0,900,Laterite,20,0
2015,6,Wayanad,Kerala,231.0,86.23,22.9,88.2,900,Laterite,20,1
2016,6,Wayanad,Kerala,122.78,60.49,21.1,50.7,900,Laterite,20,0
2017,6,Wayanad,Kerala,76.44,26.51,26.4,96.4,900,Laterite,20,1
2018,6,Wayanad,Kerala,131.21,55.72,21.4,86.9,900,Laterite,20,1
2019,6,Wayanad,Kerala,365.42,173.4,21.2,79.0,900,Laterite,20,1
2020,6,Wayanad,Kerala,237.02,87.4,28.6,87.9,900,Laterite,20,1
2021,6,Wayanad,Kerala,126.99,56.9,22.3,82.9,900,Laterite,20,1
2022,6,Wayanad,Kerala,53.23,15.88,24.5,54.7,900,Laterite,20,0
2023,6,Wayanad,Kerala,22.92,6.25,23.8,82.0,900,Laterite,20,0
2024,6,Wayanad,Kerala,288.3,128.8,22.1,85.1,900,Laterite,20,1
2025,6,Wayanad,Kerala,405.13,126.03,24.9,56.4,900,Laterite,20,0
2015,7,Wayanad,Kerala,58.27,17.96,23.8,58.6,900,Laterite,20,0
2016,7,Wayanad,Kerala,137.86,40.38,23.5,59.4,900,Laterite,20,0
2017,7,Wayanad,Kerala,383.47,182.53,28.5,98.2,900,Laterite,20,1
2018,7,Wayanad,Kerala,308.93,101.24,23.3,85.9,900,Laterite,20,0
2019,7,Wayanad,Kerala,154.16,57.17,20.8,61.5,900,Laterite,20,0
2020,7,Wayanad,Kerala,267.59,93.34,24.9,48.6,900,Laterite,20,0
2021,7,Wayanad,Kerala,558.79,139.59,26.5,100.0,900,Laterite,20,1
2022,7,Wayanad,Kerala,194.35,87.41,21.6,86.3,900,Laterite,20,0
2023,7,Wayanad,Kerala,264.78,54.55,26.9,81.4,900,Laterite,20,1
2024,7,Wayanad,Kerala,340.14,148.96,26.6,87.6,900,Laterite,20,1
2025,7,Wayanad,Kerala,186.01,71.26,25.3,74.0,900,Laterite,20,0
2015,8,Wayanad,Kerala,157.54,33.48,26.7,78.3,900,Laterite,20,1
2016,8,Wayanad,Kerala,311.35,129.39,22.3,74.9,900,Laterite,20,1
2017,8,Wayanad,Kerala,351.23,107.37,27.8,74.9,900,Laterite,20,1
2018,8,Wayanad,Kerala,13.78,6.65,22.6,54.8,900,Laterite,20,0
2019,8,Wayanad,Kerala,302.69,65.44,24.2,23.9,900,Laterite,20,0
2020,8,Wayanad,Kerala,253.03,58.09,28.3,84.2,900,Laterite,20,1
2021,8,Wayanad,Kerala,58.82,12.46,25.0,70.5,900,Laterite,20,0
2022,8,Wayanad,Kerala,183.6,77.99,21.8,95.2,900,Laterite,20,1
2023,8,Wayanad,Kerala,283.87,68.37,28.5,89.6,900,Laterite,20,1
2024,8,Wayanad,Kerala,177.31,67.54,24.9,55.0,900,Laterite,20,0
2025,8,Wayanad,Kerala,328.9,67.45,23.8,65.8,900,Laterite,20,0
2015,9,Wayanad,Kerala,152.23,45.21,27.3,56.8,900,Laterite,20,0
2016,9,Wayanad,Kerala,223.66,70.64,29.6,84.7,900,Laterite,20,1
2017,9,Wayanad,Kerala,222.34,55.94,30.9,62.9,900,Laterite,20,0
2018,9,Wayanad,Kerala,75.39,24.36,28.4,62.6,900,Laterite,20,0
2019,9,Wayanad,Kerala,167.69,68.73,26.3,61.7,900,Laterite,20,0
2020,9,Wayanad,Kerala,382.32,133.94,24.2,78.5,900,Laterite,20,1
2021,9,Wayanad,Kerala,158.22,34.18,30.1,20.0,900,Laterite,20,0
2022,9,Wayanad,Kerala,237.56,70.58,27.9,56.1,900,Laterite,20,0
2023,9,Wayanad,Kerala,154.16,43.38,31.2,87.3,900,Laterite,20,0
2024,9,Wayanad,Kerala,171.21,50.65,23.9,58.3,900,Laterite,20,0
2025,9,Wayanad,Kerala,307.35,125.04,30.4,66.0,900,Laterite,20,0
2015,10,Wayanad,Kerala,166.11,75.93,25.1,83.1,900,Laterite,20,1
2016,10,Wayanad,Kerala,122.1,43.39,25.8,85.4,900,Laterite,20,0
2017,10,Wayanad,Kerala,406.02,136.1,26.2,72.6,900,Laterite,20,1
2018,10,Wayanad,Kerala,254.45,51.98,22.8,60.6,900,Laterite,20,0
2019,10,Wayanad,Kerala,98.56,44.39,22.2,22.8,900,Laterite,20,0
2020,10,Wayanad,Kerala,263.04,55.06,23.5,79.7,900,Laterite,20,1
2021,10,Wayanad,Kerala,289.62,115.9,27.9,81.7,900,Laterite,20,1
2022,10,Wayanad,Kerala,221.11,88.14,27.4,91.6,900,Laterite,20,1
2023,10,Wayanad,Kerala,176.53,87.37,21.1,86.2,900,Laterite,20,1
2024,10,Wayanad,Kerala,147.95,49.08,23.8,70.7,900,Laterite,20,0
2025,10,Wayanad,Kerala,225.88,83.64,22.6,82.7,900,Laterite,20,1
2015,11,Wayanad,Kerala,45.55,20.7,24.9,71.9,900,Laterite,20,0
2016,11,Wayanad,Kerala,10.0,2.89,23.6,45.4,900,Laterite,20,0
2017,11,Wayanad,Kerala,134.18,66.07,25.4,55.3,900,Laterite,20,0
2018,11,Wayanad,Kerala,413.75,84.8,23.8,86.4,900,Laterite,20,1
2019,11,Wayanad,Kerala,26.02,8.83,23.9,21.9,900,Laterite,20,0
2020,11,Wayanad,Kerala,121.6,48.53,26.9,35.0,900,Laterite,20,0
2021,11,Wayanad,Kerala,256.38,62.81,25.3,89.7,900,Laterite,20,1
2022,11,Wayanad,Kerala,166.48,34.74,23.9,80.4,900,Laterite,20,1
2023,11,Wayanad,Kerala,241.86,65.97,21.9,78.3,900,Laterite,20,1
2024,11,Wayanad,Kerala,201.83,56.65,28.7,53.6,900,Laterite,20,0
2025,11,Wayanad,Kerala,10.0,3.6,24.4,79.1,900,Laterite,20,0
2015,12,Wayanad,Kerala,272.24,68.68,27.7,45.4,900,Laterite,20,1
2016,12,Wayanad,Kerala,183.92,59.95,27.7,82.2,900,Laterite,20,0
2017,12,Wayanad,Kerala,118.01,27.12,31.2,56.7,900,Laterite,20,0
2018,12,Wayanad,Kerala,99.75,32.98,25.6,74.6,900,Laterite,20,0
2019,12,Wayanad,Kerala,225.75,99.42,25.5,60.2,900,Laterite,20,0
2020,12,Wayanad,Kerala,210.42,83.38,28.4,83.3,900,Laterite,20,0
2021,12,Wayanad,Kerala,46.47,11.09,25.2,40.4,900,Laterite,20,0
2022,12,Wayanad,Kerala,297.48,91.95,29.1,37.6,900,Laterite,20,0
2023,12,Wayanad,Kerala,211.25,48.3,26.9,57.3,900,Laterite,20,0
2024,12,Wayanad,Kerala,148.82,32.89,29.6,93.0,900,Laterite,20,0
2025,12,Wayanad,Kerala,10.0,2.68,31.0,78.8,900,Laterite,20,0
2015,1,Munnar,Kerala,198.82,75.0,23.1,71.6,1600,Forest Soil,30,0
2016,1,Munnar,Kerala,434.39,149.91,29.4,74.8,1600,Forest Soil,30,1
2017,1,Munnar,Kerala,508.97,116.38,24.2,77.1,1600,Forest Soil,30,1
2018,1,Munnar,Kerala,240.83,102.02,26.7,64.9,1600,Forest Soil,30,0
2019,1,Munnar,Kerala,170.67,83.95,25.6,51.3,1600,Forest Soil,30,0
2020,1,Munnar,Kerala,140.9,31.28,29.9,35.6,1600,Forest Soil,30,0
2021,1,Munnar,Kerala,117.01,42.15,27.0,62.4,1600,Forest Soil,30,0
2022,1,Munnar,Kerala,217.73,65.03,25.6,77.8,1600,Forest Soil,30,1
2023,1,Munnar,Kerala,116.05,38.73,27.6,58.4,1600,Forest Soil,30,0
2024,1,Munnar,Kerala,180.9,69.32,29.9,55.0,1600,Forest Soil,30,0
2025,1,Munnar,Kerala,147.0,64.02,25.8,41.5,1600,Forest Soil,30,0
2015,2,Munnar,Kerala,187.09,49.12,28.9,41.1,1600,Forest Soil,30,0
2016,2,Munnar,Kerala,99.97,35.7,24.4,60.4,1600,Forest Soil,30,0
2017,2,Munnar,Kerala,455.95,125.69,22.8,84.8,1600,Forest Soil,30,1
2018,2,Munnar,Kerala,242.13,91.92,26.2,29.3,1600,Forest Soil,30,0
2019,2,Munnar,Kerala,240.76,97.73,29.8,51.1,1600,Forest Soil,30,0
2020,2,Munnar,Kerala,65.08,14.45,24.1,61.0,1600,Forest Soil,30,0
2021,2,Munnar,Kerala,211.56,105.04,27.4,45.9,1600,Forest Soil,30,0
2022,2,Munnar,Kerala,125.09,25.65,25.5,70.4,1600,Forest Soil,30,0
2023,2,Munnar,Kerala,10.0,2.98,29.6,81.8,1600,Forest Soil,30,0
2024,2,Munnar,Kerala,10.0,4.0,28.9,79.3,1600,Forest Soil,30,0
2025,2,Munnar,Kerala,107.24,22.43,29.8,61.3,1600,Forest Soil,30,0
2015,3,Munnar,Kerala,83.21,26.8,24.9,65.6,1600,Forest Soil,30,0
2016,3,Munnar,Kerala,64.42,20.84,28.8,69.1,1600,Forest Soil,30,0
2017,3,Munnar,Kerala,10.0,3.53,27.5,47.0,1600,Forest Soil,30,0
2018,3,Munnar,Kerala,344.08,149.28,27.8,45.3,1600,Forest Soil,30,0
2019,3,Munnar,Kerala,266.11,89.07,25.0,82.3,1600,Forest Soil,30,0
2020,3,Munnar,Kerala,71.92,25.42,28.1,65.2,1600,Forest Soil,30,0
2021,3,Munnar,Kerala,136.45,50.59,26.1,37.1,1600,Forest Soil,30,0
2022,3,Munnar,Kerala,114.53,32.84,29.6,70.0,1600,Forest Soil,30,0
2023,3,Munnar,Kerala,146.23,72.38,23.1,91.2,1600,Forest Soil,30,1
2024,3,Munnar,Kerala,10.0,2.34,25.5,70.9,1600,Forest Soil,30,0
2025,3,Munnar,Kerala,200.02,76.91,28.0,87.2,1600,Forest Soil,30,0
2015,4,Munnar,Kerala,174.12,60.37,27.7,32.9,1600,Forest Soil,30,0
2016,4,Munnar,Kerala,190.99,42.18,25.8,47.3,1600,Forest Soil,30,0
2017,4,Munnar,Kerala,176.25,61.92,23.4,70.8,1600,Forest Soil,30,0
2018,4,Munnar,Kerala,85.65,26.0,26.3,47.1,1600,Forest Soil,30,0
2019,4,Munnar,Kerala,357.68,172.01,24.3,85.6,1600,Forest Soil,30,0
2020,4,Munnar,Kerala,335.41,67.69,26.4,93.7,1600,Forest Soil,30,1
2021,4,Munnar,Kerala,39.89,10.71,29.4,65.0,1600,Forest Soil,30,0
2022,4,Munnar,Kerala,107.5,21.82,28.4,52.0,1600,Forest Soil,30,0
2023,4,Munnar,Kerala,78.68,38.99,27.9,67.1,1600,Forest Soil,30,0
2024,4,Munnar,Kerala,181.92,39.2,23.0,59.1,1600,Forest Soil,30,0
2025,4,Munnar,Kerala,155.3,34.65,26.1,60.5,1600,Forest Soil,30,0
2015,5,Munnar,Kerala,18.62,4.41,26.1,69.8,1600,Forest Soil,30,0
2016,5,Munnar,Kerala,25.16,11.81,23.5,57.1,1600,Forest Soil,30,0
2017,5,Munnar,Kerala,363.53,133.43,26.1,84.4,1600,Forest Soil,30,1
2018,5,Munnar,Kerala,200.8,63.14,29.4,69.1,1600,Forest Soil,30,0
2019,5,Munnar,Kerala,203.44,72.29,23.0,45.8,1600,Forest Soil,30,0
2020,5,Munnar,Kerala,75.11,29.66,22.6,50.7,1600,Forest Soil,30,0
2021,5,Munnar,Kerala,107.49,43.72,27.1,61.9,1600,Forest Soil,30,0
2022,5,Munnar,Kerala,229.39,85.53,24.7,68.3,1600,Forest Soil,30,0
2023,5,Munnar,Kerala,269.17,68.67,25.3,47.3,1600,Forest Soil,30,0
2024,5,Munnar,Kerala,30.28,9.69,29.5,45.1,1600,Forest Soil,30,0
2025,5,Munnar,Kerala,130.21,62.61,25.1,75.5,1600,Forest Soil,30,0
2015,6,Munnar,Kerala,205.66,73.82,22.3,70.2,1600,Forest Soil,30,0
2016,6,Munnar,Kerala,196.33,86.56,22.7,49.7,1600,Forest Soil,30,0
2017,6,Munnar,Kerala,336.93,130.61,24.3,92.2,1600,Forest Soil,30,1
2018,6,Munnar,Kerala,147.96,37.8,23.8,38.9,1600,Forest Soil,30,0
2019,6,Munnar,Kerala,404.43,147.23,22.0,72.6,1600,Forest Soil,30,1
2020,6,Munnar,Kerala,173.8,76.54,24.6,78.9,1600,Forest Soil,30,1
2021,6,Munnar,Kerala,348.36,154.07,25.1,81.2,1600,Forest Soil,30,1
2022,6,Munnar,Kerala,436.33,118.83,20.6,77.8,1600,Forest Soil,30,1
2023,6,Munnar,Kerala,83.39,29.0,19.2,87.7,1600,Forest Soil,30,1
2024,6,Munnar,Kerala,54.39,16.24,24.8,51.9,1600,Forest Soil,30,0
2025,6,Munnar,Kerala,447.72,202.79,25.0,87.2,1600,Forest Soil,30,1
2015,7,Munnar,Kerala,10.51,2.44,26.6,49.6,1600,Forest Soil,30,0
2016,7,Munnar,Kerala,316.35,142.95,23.8,88.2,1600,Forest Soil,30,1
2017,7,Munnar,Kerala,207.82,86.07,22.6,60.1,1600,Forest Soil,30,0
2018,7,Munnar,Kerala,179.31,64.19,19.7,90.8,1600,Forest Soil,30,1
2019,7,Munnar,Kerala,420.87,159.83,25.4,86.1,1600,Forest Soil,30,1
2020,7,Munnar,Kerala,211.28,54.03,20.0,52.7,1600,Forest Soil,30,0
2021,7,Munnar,Kerala,18.58,6.9,20.0,80.4,1600,Forest Soil,30,1
2022,7,Munnar,Kerala,285.61,124.16,20.5,77.2,1600,Forest Soil,30,1
2023,7,Munnar,Kerala,531.82,250.39,25.7,80.0,1600,Forest Soil,30,1
2024,7,Munnar,Kerala,561.08,207.26,22.7,83.4,1600,Forest Soil,30,1
2025,7,Munnar,Kerala,201.97,51.01,21.4,86.5,1600,Forest Soil,30,1
2015,8,Munnar,Kerala,355.11,148.97,19.3,79.4,1600,Forest Soil,30,1
2016,8,Munnar,Kerala,117.34,31.55,21.2,54.0,1600,Forest Soil,30,0
2017,8,Munnar,Kerala,238.21,86.54,21.3,79.6,1600,Forest Soil,30,1
2018,8,Munnar,Kerala,333.47,159.84,20.1,91.5,1600,Forest Soil,30,1
2019,8,Munnar,Kerala,11.44,4.49,26.2,77.8,1600,Forest Soil,30,0
2020,8,Munnar,Kerala,594.05,152.29,25.6,91.7,1600,Forest Soil,30,1
2021,8,Munnar,Kerala,85.59,34.9,26.6,59.7,1600,Forest Soil,30,0
2022,8,Munnar,Kerala,148.13,51.58,22.9,46.9,1600,Forest Soil,30,0
2023,8,Munnar,Kerala,10.0,4.76,22.6,48.9,1600,Forest Soil,30,0
2024,8,Munnar,Kerala,488.4,105.67,22.9,90.4,1600,Forest Soil,30,1
2025,8,Munnar,Kerala,193.04,60.21,26.8,61.6,1600,Forest Soil,30,0
2015,9,Munnar,Kerala,10.0,3.94,28.9,50.2,1600,Forest Soil,30,0
2016,9,Munnar,Kerala,10.0,2.49,29.3,38.6,1600,Forest Soil,30,0
2017,9,Munnar,Kerala,139.25,48.1,28.0,87.3,1600,Forest Soil,30,1
2018,9,Munnar,Kerala,10.0,4.93,28.4,56.1,1600,Forest Soil,30,0
2019,9,Munnar,Kerala,41.14,10.82,28.4,74.9,1600,Forest Soil,30,1
2020,9,Munnar,Kerala,364.67,141.69,28.2,48.8,1600,Forest Soil,30,0
2021,9,Munnar,Kerala,21.52,10.75,24.2,58.0,1600,Forest Soil,30,0
2022,9,Munnar,Kerala,10.0,3.78,23.4,51.5,1600,Forest Soil,30,0
